"","V1","V2","V3","V4","V5","V6","V7"
"1",0.994845360824742,0.989690721649485,0.989690721649485,0.989690721649485,0.979381443298969,0.979381443298969,0.974226804123711
"2",0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.984455958549223,0.968911917098446,0.974093264248705
"3",1,1,1,0.994818652849741,0.994818652849741,0.989637305699482,0.979274611398964
"4",0.994818652849741,0.989637305699482,0.984455958549223,0.989637305699482,0.989637305699482,0.984455958549223,0.979274611398964
"5",0.994845360824742,0.989690721649485,0.984536082474227,0.989690721649485,0.984536082474227,0.984536082474227,0.974226804123711
"6",0.994845360824742,0.994845360824742,0.989690721649485,0.994845360824742,0.994845360824742,0.984536082474227,0.974226804123711
"7",0.994818652849741,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.979274611398964,0.979274611398964
"8",0.989690721649485,0.994845360824742,0.989690721649485,0.984536082474227,0.984536082474227,0.974226804123711,0.979381443298969
"9",0.989637305699482,0.984455958549223,0.989637305699482,0.984455958549223,0.984455958549223,0.979274611398964,0.979274611398964
"10",0.994845360824742,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.979381443298969,0.974226804123711
"11",0.994871794871795,0.98974358974359,0.994871794871795,0.984615384615385,0.98974358974359,0.979487179487179,0.979487179487179
"12",0.989637305699482,1,0.989637305699482,0.984455958549223,0.979274611398964,0.979274611398964,0.979274611398964
"13",0.994818652849741,0.989637305699482,0.994818652849741,0.989637305699482,0.984455958549223,0.979274611398964,0.974093264248705
"14",0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.979274611398964,0.979274611398964
"15",0.994818652849741,0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.979274611398964
"16",0.994818652849741,0.989637305699482,0.984455958549223,0.989637305699482,0.989637305699482,0.984455958549223,0.979274611398964
"17",0.994871794871795,0.994871794871795,0.98974358974359,0.98974358974359,0.979487179487179,0.974358974358974,0.974358974358974
"18",0.994818652849741,0.989637305699482,0.994818652849741,0.989637305699482,0.984455958549223,0.989637305699482,0.979274611398964
"19",0.994845360824742,0.994845360824742,0.989690721649485,0.994845360824742,0.984536082474227,0.984536082474227,0.974226804123711
"20",0.989637305699482,0.994818652849741,0.984455958549223,0.989637305699482,0.984455958549223,0.979274611398964,0.979274611398964
"21",0.989637305699482,0.984455958549223,0.984455958549223,0.984455958549223,0.979274611398964,0.974093264248705,0.979274611398964
"22",0.994818652849741,0.989637305699482,0.984455958549223,0.989637305699482,0.989637305699482,0.984455958549223,0.974093264248705
"23",0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.989637305699482,0.979274611398964,0.974093264248705
"24",0.984455958549223,0.989637305699482,0.989637305699482,0.989637305699482,0.979274611398964,0.974093264248705,0.974093264248705
"25",0.994845360824742,0.994845360824742,0.989690721649485,0.994845360824742,0.989690721649485,0.984536082474227,0.979381443298969
"26",0.994845360824742,0.994845360824742,0.994845360824742,0.989690721649485,0.989690721649485,0.974226804123711,0.979381443298969
"27",0.994871794871795,0.98974358974359,0.98974358974359,0.98974358974359,0.98974358974359,0.984615384615385,0.974358974358974
"28",1,0.994818652849741,0.989637305699482,0.989637305699482,0.984455958549223,0.984455958549223,0.984455958549223
"29",0.994845360824742,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485
"30",0.989637305699482,0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.974093264248705,0.979274611398964
"31",0.994818652849741,0.994818652849741,0.984455958549223,0.989637305699482,0.989637305699482,0.979274611398964,0.974093264248705
"32",0.98974358974359,0.98974358974359,0.984615384615385,0.98974358974359,0.984615384615385,0.979487179487179,0.979487179487179
"33",0.994845360824742,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.984536082474227,0.979381443298969
"34",0.989637305699482,0.989637305699482,0.984455958549223,0.984455958549223,0.974093264248705,0.968911917098446,0.974093264248705
"35",0.994818652849741,0.994818652849741,0.989637305699482,0.994818652849741,0.989637305699482,0.968911917098446,0.968911917098446
"36",0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.984455958549223,0.984455958549223,0.974093264248705
"37",0.994845360824742,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.979381443298969,0.974226804123711
"38",0.989690721649485,0.989690721649485,0.984536082474227,0.989690721649485,0.984536082474227,0.979381443298969,0.979381443298969
"39",0.994818652849741,0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.984455958549223,0.979274611398964
"40",1,0.994818652849741,0.994818652849741,0.994818652849741,0.984455958549223,0.984455958549223,0.979274611398964
"41",0.994818652849741,0.989637305699482,0.984455958549223,0.989637305699482,0.984455958549223,0.984455958549223,0.974093264248705
"42",0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.984536082474227,0.979381443298969
"43",0.994818652849741,0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.979274611398964,0.974093264248705
"44",0.994818652849741,0.989637305699482,0.984455958549223,0.984455958549223,0.984455958549223,0.979274611398964,0.968911917098446
"45",0.989690721649485,0.994845360824742,0.989690721649485,0.989690721649485,0.989690721649485,0.984536082474227,0.974226804123711
"46",0.994845360824742,0.989690721649485,0.984536082474227,0.989690721649485,0.989690721649485,0.984536082474227,0.974226804123711
"47",0.994845360824742,0.989690721649485,0.989690721649485,0.989690721649485,0.989690721649485,0.984536082474227,0.979381443298969
"48",0.994818652849741,0.994818652849741,0.994818652849741,0.994818652849741,0.989637305699482,0.989637305699482,0.984455958549223
"49",0.994818652849741,0.989637305699482,0.984455958549223,0.984455958549223,0.979274611398964,0.974093264248705,0.979274611398964
"50",0.984536082474227,0.989690721649485,0.989690721649485,0.984536082474227,0.979381443298969,0.974226804123711,0.974226804123711
"51",0.989637305699482,0.989637305699482,0.984455958549223,0.989637305699482,0.979274611398964,0.979274611398964,0.979274611398964
"52",0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.994845360824742,0.979381443298969,0.974226804123711
"53",0.994871794871795,0.98974358974359,0.98974358974359,0.98974358974359,0.98974358974359,0.979487179487179,0.974358974358974
"54",0.984455958549223,0.994818652849741,0.984455958549223,0.984455958549223,0.979274611398964,0.974093264248705,0.974093264248705
"55",0.994845360824742,0.989690721649485,0.984536082474227,0.989690721649485,0.984536082474227,0.984536082474227,0.974226804123711
"56",0.994845360824742,0.994845360824742,0.994845360824742,0.989690721649485,0.989690721649485,0.984536082474227,0.979381443298969
"57",0.994818652849741,0.989637305699482,0.984455958549223,0.989637305699482,0.989637305699482,0.984455958549223,0.974093264248705
"58",0.989637305699482,0.994818652849741,0.989637305699482,0.989637305699482,0.984455958549223,0.974093264248705,0.974093264248705
"59",0.994818652849741,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.979274611398964,0.979274611398964
"60",1,1,1,0.994818652849741,0.989637305699482,0.984455958549223,0.984455958549223
"61",0.989690721649485,0.994845360824742,0.989690721649485,0.989690721649485,0.984536082474227,0.979381443298969,0.979381443298969
"62",0.989637305699482,0.989637305699482,0.989637305699482,0.989637305699482,0.979274611398964,0.974093264248705,0.974093264248705
"63",0.994818652849741,0.989637305699482,0.989637305699482,0.989637305699482,0.984455958549223,0.984455958549223,0.974093264248705
